Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
2898,XAUUSD,Buy,04.10.2022 23:40:00,1725.56,6.47,05.10.2022 09:51:46,1727.18,10h 11m,646.79,224324.58,-401.35,646.79,224324.58,16200,10453900,0.2,140.35,,IS
2899,XAUUSD,Buy,04.10.2022 23:40:00,1725.56,6.47,05.10.2022 09:51:46,1727.19,10h 11m,653.26,224977.84,-401.35,653.26,224977.84,16300,10470200,0.2,140.56,,IS
2902,XAUUSD,Buy,05.10.2022 23:00:00,1716.37,6.49,06.10.2022 03:04:53,1719.05,4h 4m,643.88,225621.72,-1095.44,643.88,225621.72,26800,10497000,0.2,140.75,,IS
2903,XAUUSD,Buy,05.10.2022 23:30:00,1716.56,6.49,06.10.2022 03:04:54,1719.07,3h 34m,533.55,226155.27,-1095.44,533.55,226155.27,25100,10522100,0.16,140.92,,IS
2906,XAUUSD,Buy,07.10.2022 23:01:00,1694.95,6.52,10.10.2022 01:01:34,1697.08,2d 2h 0m,985.3,227140.57,-403.46,985.3,227140.57,21300,10543400,0.3,141.22,,IS
2909,XAUUSD,Sell,10.10.2022 16:31:01,1673.7,12.64,10.10.2022 16:47:33,1676.29,16m 32s,-3379.62,223760.95,-105.86,-3379.62,223760.95,-25900,10517500,-1.03,140.19,sl 1676.29,IS
2908,XAUUSD,Sell,10.10.2022 16:31:00,1673.7,5.58,10.10.2022 17:47:16,1668.66,1h 16m,2765.69,226526.64,-46.63,2765.69,226526.64,50400,10567900,0.85,141.04,tp 1668.68,IS
2913,XAUUSD,Buy,10.10.2022 23:04:00,1668.69,6.52,11.10.2022 03:21:24,1670.73,4h 17m,927.48,227454.12,-402.6,927.48,227454.12,20400,10588300,0.28,141.32,,IS
2911,XAUUSD,Sell,10.10.2022 17:38:00,1672.05,12.51,11.10.2022 18:30:34,1675.25,1d 0h 52m,-3696.3,223757.82,306.9,-3696.3,223757.82,-32000,10556300,-1.13,140.2,sl 1674.66,IS
2916,XAUUSD,Buy,11.10.2022 23:00:00,1666.39,6.47,11.10.2022 23:22:03,1667.36,22m 3s,567.2,224325.02,-53.92,567.2,224325.02,9700,10566000,0.18,140.37,,IS
2919,XAUUSD,Buy,11.10.2022 23:27:01,1666.8,6.48,12.10.2022 07:03:47,1668.29,7h 36m,565.46,224890.48,-400.06,565.46,224890.48,14900,10580900,0.17,140.55,,IS
2917,XAUUSD,Buy,11.10.2022 23:00:01,1666.4,6.47,12.10.2022 07:03:54,1669.08,8h 3m,1340.98,226231.46,-399.45,1340.98,226231.46,26800,10607700,0.41,140.96,,IS
2923,XAUUSD,Sell,13.10.2022 16:36:00,1644.37,12.89,13.10.2022 16:47:56,1646.95,11m 56s,-3431.68,222799.78,-106.06,-3431.68,222799.78,-25800,10581900,-1.05,139.91,sl 1646.93,IS
2922,XAUUSD,Sell,13.10.2022 16:36:00,1644.4,5.66,13.10.2022 16:53:08,1650.37,17m 8s,-3425.64,219374.14,-46.62,-3425.64,219374.14,-59700,10522200,-1.06,138.85,sl 1650.36,IS
2926,XAUUSD,Buy,13.10.2022 23:00:00,1663.83,6.38,13.10.2022 23:17:01,1664.83,17m 1s,553.01,219927.15,-53.09,553.01,219927.15,10000,10532200,0.17,139.02,,IS
2927,XAUUSD,Buy,13.10.2022 23:00:00,1663.88,6.38,13.10.2022 23:21:45,1665.31,21m 45s,891.14,220818.29,-53.1,891.14,220818.29,14300,10546500,0.28,139.3,,IS
2931,XAUUSD,Sell,14.10.2022 19:10:00,1642.09,11.88,14.10.2022 19:29:52,1644.79,19m 52s,-3305.22,217513.07,-97.62,-3305.22,217513.07,-27000,10519500,-1.03,138.27,sl 1644.79,IS
2933,XAUUSD,Sell,14.10.2022 20:23:00,1640.83,11.67,14.10.2022 20:29:26,1643.64,6m 26s,-3375.09,214137.98,-95.82,-3375.09,214137.98,-28100,10491400,-1.06,137.2,sl 1643.64,IS
2935,XAUUSD,Buy,14.10.2022 23:27:00,1643.35,6.28,17.10.2022 01:01:11,1645.41,2d 1h 34m,906.7,215044.68,-386.98,906.7,215044.68,20600,10512000,0.29,137.49,,IS
2930,XAUUSD,Sell,14.10.2022 19:10:00,1642.09,5.58,17.10.2022 02:58:59,1647.91,2d 7h 48m,-3109.88,211934.8,137.68,-3109.88,211934.8,-58200,10453800,-0.99,136.51,sl 1647.88,IS
2938,XAUUSD,Buy,17.10.2022 23:00:00,1648.12,6.23,17.10.2022 23:28:51,1649.66,28m 51s,908.06,212842.86,-51.36,908.06,212842.86,15400,10469200,0.29,136.8,,IS
2940,XAUUSD,Sell,19.10.2022 19:01:00,1629.7,5.48,20.10.2022 04:56:54,1624.8,9h 55m,3181.49,216024.35,496.29,3181.49,216024.35,49000,10518200,1.02,137.81,tp 1624.82,IS
2941,XAUUSD,Sell,19.10.2022 19:01:00,1629.74,11.69,20.10.2022 07:52:41,1632.87,12h 51m,-2600.52,213423.83,1058.45,-2600.52,213423.83,-31300,10486900,-0.82,136.99,sl 1632.37,IS
2942,XAUUSD,Buy,19.10.2022 23:01:00,1629.17,6.25,20.10.2022 07:52:42,1632.75,8h 51m,1185.28,214609.11,-1052.22,1185.28,214609.11,35800,10522700,0.38,137.37,,IS
2946,XAUUSD,Buy,20.10.2022 23:26:04,1627.03,6.29,21.10.2022 14:08:00,1626.62,14h 41m,-644.95,213964.16,-387.06,-644.95,213964.16,-4100,10518600,-0.21,137.16,,IS
2948,XAUUSD,Buy,24.10.2022 23:06:00,1649.95,6.27,25.10.2022 01:47:44,1651.49,2h 41m,579.01,214543.17,-386.57,579.01,214543.17,15400,10534000,0.18,137.35,,IS
2949,XAUUSD,Buy,24.10.2022 23:06:00,1649.95,6.27,25.10.2022 01:47:44,1651.46,2h 41m,560.2,215103.37,-386.57,560.2,215103.37,15100,10549100,0.18,137.53,,IS
2952,XAUUSD,Buy,25.10.2022 23:01:00,1653.67,6.3,26.10.2022 05:38:13,1655.21,6h 37m,581.66,215685.03,-388.54,581.66,215685.03,15400,10564500,0.18,137.71,,IS
2953,XAUUSD,Buy,25.10.2022 23:01:00,1653.65,6.3,26.10.2022 05:38:14,1655.21,6h 37m,594.27,216279.3,-388.53,594.27,216279.3,15600,10580100,0.19,137.9,,IS
2956,XAUUSD,Buy,26.10.2022 23:21:01,1664.56,6.32,27.10.2022 03:11:11,1667.69,3h 50m,913.05,217192.35,-1065.11,913.05,217192.35,31300,10611400,0.29,138.19,,IS
2958,XAUUSD,Buy,28.10.2022 23:04:02,1644.5,6.34,31.10.2022 13:50:01,1637.67,2d 14h 45m,-4720.81,212471.54,-390.59,-4720.81,212471.54,-68300,10543100,-1.49,136.7,,IS
2961,XAUUSD,Sell,31.10.2022 16:19:00,1635.01,13.77,31.10.2022 16:42:00,1637.31,23m 0s,-3279.75,209191.79,-112.65,-3279.75,209191.79,-23000,10520100,-1.05,135.65,sl 1637.28,IS
2960,XAUUSD,Sell,31.10.2022 16:19:00,1635.01,5.46,31.10.2022 17:17:28,1640.74,58m 28s,-3173.3,206018.49,-44.72,-3173.3,206018.49,-57300,10462800,-1.03,134.62,sl 1640.74,IS
2964,XAUUSD,Buy,01.11.2022 23:03:00,1647.98,6.12,02.11.2022 03:36:49,1650.03,4h 33m,877.33,206895.82,-377.27,877.33,206895.82,20500,10483300,0.29,134.91,,IS
2967,XAUUSD,Buy,02.11.2022 21:36:00,1669.38,14.77,02.11.2022 21:36:21,1667.38,21s,-3077.21,203818.61,-123.21,-3077.21,203818.61,-20000,10463300,-1,133.91,sl 1667.38,IS
2966,XAUUSD,Buy,02.11.2022 21:36:00,1669.46,5.25,02.11.2022 21:36:27,1663.5,27s,-3172.74,200645.87,-43.74,-3172.74,200645.87,-59600,10403700,-1.04,132.86,sl 1663.55,IS
2970,XAUUSD,Buy,02.11.2022 23:00:00,1637.03,6.01,03.11.2022 04:22:40,1640.34,5h 22m,977.26,201623.13,-1012.05,977.26,201623.13,33100,10436800,0.33,133.19,,IS
2972,XAUUSD,Buy,03.11.2022 23:00:00,1631.06,6.03,04.11.2022 04:55:34,1632.57,5h 55m,539.33,202162.46,-371.2,539.33,202162.46,15100,10451900,0.18,133.37,,IS
2973,XAUUSD,Buy,03.11.2022 23:00:00,1631.08,6.03,04.11.2022 04:55:34,1632.62,5h 55m,557.42,202719.88,-371.2,557.42,202719.88,15400,10467300,0.18,133.55,,IS
2977,XAUUSD,Buy,04.11.2022 17:07:00,1670.51,12.94,04.11.2022 19:03:17,1668.17,1h 56m,-3135.97,199583.91,-108.01,-3135.97,199583.91,-23400,10443900,-1.04,132.52,sl 1668.17,IS
2976,XAUUSD,Buy,04.11.2022 17:07:00,1670.51,5.17,04.11.2022 21:28:13,1675.6,4h 21m,2588.28,202172.19,-43.25,2588.28,202172.19,50900,10494800,0.86,133.38,tp 1675.55,IS
2980,XAUUSD,Buy,04.11.2022 21:29:00,1676.35,5.15,04.11.2022 21:58:54,1681.51,29m 54s,2614.17,204786.36,-43.23,2614.17,204786.36,51600,10546400,0.87,134.24,tp 1681.38,IS
2981,XAUUSD,Buy,04.11.2022 21:29:00,1676.44,12.77,07.11.2022 01:01:55,1673.89,2d 3h 32m,-4045.23,200741.13,-788.88,-4045.23,200741.13,-25500,10520900,-1.33,132.92,sl 1673.98,IS
2984,XAUUSD,Buy,08.11.2022 17:09:00,1684.98,5.09,08.11.2022 17:09:31,1689.9,31s,2461.34,203202.47,-42.94,2461.34,203202.47,49200,10570100,0.82,133.74,tp 1689.90,IS
2985,XAUUSD,Buy,08.11.2022 17:09:00,1684.9,12.77,08.11.2022 17:48:14,1713.24,39m 14s,36081.69,239284.16,-108.49,36081.69,239284.16,283400,10853500,11.9,145.64,tp 1713.23,IS
2989,XAUUSD,Buy,08.11.2022 18:04:00,1714.44,13.47,08.11.2022 19:14:07,1711.95,1h 10m,-3469.41,235814.75,-115.38,-3469.41,235814.75,-24900,10828600,-1.02,144.61,sl 1711.95,IS
2988,XAUUSD,Buy,08.11.2022 18:04:00,1714.47,5.65,08.11.2022 21:33:36,1708.44,3h 29m,-3455.3,232359.45,-48.35,-3455.3,232359.45,-60300,10768300,-1.03,143.58,sl 1708.45,IS
2992,XAUUSD,Buy,08.11.2022 23:06:00,1711.85,6.64,08.11.2022 23:21:37,1712.85,15m 37s,587.23,232946.68,-56.85,587.23,232946.68,10000,10778300,0.18,143.76,,IS
2993,XAUUSD,Buy,08.11.2022 23:06:01,1711.88,6.64,09.11.2022 10:02:01,1713.98,10h 56m,1002.87,233949.55,-411.45,1002.87,233949.55,21000,10799300,0.3,144.06,,IS
2997,XAUUSD,Buy,09.11.2022 17:10:00,1721.34,13.89,09.11.2022 17:10:10,1718.92,10s,-3480.84,230468.71,-119.46,-3480.84,230468.71,-24200,10775100,-1.04,143.02,sl 1718.99,IS
2996,XAUUSD,Buy,09.11.2022 17:10:00,1721.39,5.54,09.11.2022 17:12:34,1715.35,2m 34s,-3393.76,227074.95,-47.6,-3393.76,227074.95,-60400,10714700,-1.03,141.99,sl 1715.39,IS
3000,XAUUSD,Buy,10.11.2022 16:11:00,1738.06,5.37,10.11.2022 16:45:16,1743.28,34m 16s,2756.41,229831.36,-46.73,2756.41,229831.36,52200,10766900,0.84,142.84,tp 1743.27,IS
3003,XAUUSD,Buy,10.11.2022 17:08:00,1746.56,5.39,10.11.2022 17:24:33,1751.77,16m 33s,2761.05,232592.41,-47.14,2761.05,232592.41,52100,10819000,0.84,143.67,tp 1751.77,IS
3005,XAUUSD,Buy,10.11.2022 21:46:00,1753.5,5.41,11.11.2022 03:48:06,1747.27,6h 2m,-3706.67,228885.74,-336.24,-3706.67,228885.74,-62300,10756700,-1.11,142.56,sl 1747.30,IS
3001,XAUUSD,Buy,10.11.2022 16:11:00,1738.06,13.35,11.11.2022 21:30:56,1767.45,1d 5h 19m,38405.76,267291.5,-829.89,38405.76,267291.5,293900,11050600,11.68,154.24,tp 1767.45,IS
3007,XAUUSD,Buy,11.11.2022 20:11:00,1766.73,5.31,11.11.2022 23:42:06,1772.18,3h 31m,2846.97,270138.47,-46.98,2846.97,270138.47,54500,11105100,0.78,155.01,tp 1772.10,IS
3009,XAUUSD,Buy,11.11.2022 21:31:00,1767.55,14.53,14.11.2022 01:01:00,1762.4,2d 3h 30m,-8387.08,261751.39,-904.13,-8387.08,261751.39,-51500,11053600,-2.27,152.75,sl 1765.02,IS
3013,XAUUSD,Buy,14.11.2022 17:15:00,1775,13.46,14.11.2022 17:18:38,1772.34,3m 38s,-3699.73,258051.66,-119.37,-3699.73,258051.66,-26600,11027000,-1.02,151.72,sl 1772.34,IS
3012,XAUUSD,Buy,14.11.2022 17:15:00,1775.03,5.82,14.11.2022 18:13:13,1768.85,58m 13s,-3648.33,254403.33,-51.57,-3648.33,254403.33,-61800,10965200,-1.02,150.7,sl 1768.86,IS
3016,XAUUSD,Buy,17.11.2022 23:16:00,1760.82,7.08,18.11.2022 02:26:50,1762.36,3h 10m,649.89,255053.22,-440.43,649.89,255053.22,15400,10980600,0.18,150.89,,IS
3017,XAUUSD,Buy,17.11.2022 23:16:01,1760.82,7.08,18.11.2022 02:26:50,1762.36,3h 10m,649.89,255703.11,-440.43,649.89,255703.11,15400,10996000,0.18,151.07,,IS
3021,XAUUSD,Sell,18.11.2022 16:48:00,1752.85,15.58,18.11.2022 17:16:21,1755.17,28m 21s,-3751.19,251951.92,-136.63,-3751.19,251951.92,-23200,10972800,-1.05,150.02,sl 1755.07,IS
3024,XAUUSD,Buy,18.11.2022 23:00:00,1748.79,7.03,18.11.2022 23:46:33,1750.29,46m 33s,993.01,252944.93,-61.49,993.01,252944.93,15000,10987800,0.28,150.3,,IS
3023,XAUUSD,Sell,18.11.2022 20:53:00,1749.6,15.1,21.11.2022 01:01:00,1752.09,2d 4h 8m,-3395.3,249549.63,364.6,-3395.3,249549.63,-24900,10962900,-0.96,149.34,sl 1751.94,IS
3020,XAUUSD,Sell,18.11.2022 16:48:00,1752.79,5.79,21.11.2022 03:16:53,1747.26,2d 10h 28m,3341.7,252891.33,139.83,3341.7,252891.33,55300,11018200,0.96,150.29,tp 1747.47,IS
3029,XAUUSD,Sell,21.11.2022 17:07:00,1736.8,15.37,21.11.2022 20:10:36,1739.14,3h 3m,-3730.15,249161.18,-133.57,-3730.15,249161.18,-23400,10994800,-1.06,149.23,sl 1739.10,IS
3031,XAUUSD,Buy,21.11.2022 23:40:00,1739.01,6.98,22.11.2022 02:15:37,1740.57,2h 35m,655.43,249816.61,-433.45,655.43,249816.61,15600,11010400,0.19,149.42,,IS
3032,XAUUSD,Buy,21.11.2022 23:40:01,1739.01,6.98,22.11.2022 02:15:37,1740.54,2h 35m,634.49,250451.1,-433.45,634.49,250451.1,15300,11025700,0.18,149.6,,IS
3028,XAUUSD,Sell,21.11.2022 17:07:00,1736.8,5.8,22.11.2022 03:08:26,1742.88,10h 1m,-3386.03,247065.07,140.37,-3386.03,247065.07,-60800,10964900,-0.97,148.64,sl 1742.88,IS
3036,XAUUSD,Buy,23.11.2022 23:04:00,1750.03,6.93,24.11.2022 02:00:04,1752.61,2h 56m,617.07,247682.14,-1170.87,617.07,247682.14,25800,10990700,0.18,148.82,,IS
3037,XAUUSD,Buy,23.11.2022 23:04:00,1750.03,6.93,24.11.2022 02:00:04,1752.61,2h 56m,617.07,248299.21,-1170.87,617.07,248299.21,25800,11016500,0.18,148.99,,IS
3040,XAUUSD,Buy,28.11.2022 23:00:00,1740.13,6.96,28.11.2022 23:37:30,1741.63,37m 30s,983.42,249282.63,-60.58,983.42,249282.63,15000,11031500,0.28,149.27,,IS
3042,XAUUSD,Buy,28.11.2022 23:46:00,1741.21,6.98,29.11.2022 03:30:54,1743.28,3h 44m,1011.33,250293.96,-433.53,1011.33,250293.96,20700,11052200,0.29,149.56,,IS
3044,XAUUSD,Buy,29.11.2022 23:00:00,1748.85,7,30.11.2022 02:57:34,1750.9,3h 57m,999.96,251293.92,-435.04,999.96,251293.92,20500,11072700,0.29,149.85,,IS
3046,XAUUSD,Buy,30.11.2022 21:42:00,1764.94,5.68,01.12.2022 01:05:01,1770.25,3h 23m,2055.94,253349.86,-960.14,2055.94,253349.86,53100,11125800,0.59,150.44,tp 1770.19,IS
3047,XAUUSD,Buy,30.11.2022 21:42:00,1764.98,17.82,01.12.2022 15:30:33,1788.59,17h 48m,39059.95,292409.81,-3013.07,39059.95,292409.81,236100,11361900,11.05,161.49,tp 1788.58,IS
3050,XAUUSD,Buy,01.12.2022 16:06:00,1793.47,6.25,01.12.2022 16:26:17,1798.9,20m 17s,3337.62,295747.43,-56.13,3337.62,295747.43,54300,11416200,0.85,162.34,tp 1798.85,IS
3051,XAUUSD,Buy,01.12.2022 16:06:00,1793.41,18.19,02.12.2022 15:30:02,1789.98,23h 24m,-7373.48,288373.95,-1134.31,-7373.48,288373.95,-34300,11381900,-1.86,160.48,sl 1791.31,IS
3054,XAUUSD,Buy,02.12.2022 23:00:00,1797.62,7.76,02.12.2022 23:52:08,1798.65,52m 8s,675.2,289049.15,-69.76,675.2,289049.15,10300,11392200,0.17,160.65,,IS
3055,XAUUSD,Buy,02.12.2022 23:00:00,1797.69,7.76,05.12.2022 01:01:00,1796.53,2d 2h 1m,-1329.95,287719.2,-484.11,-1329.95,287719.2,-11600,11380600,-0.34,160.31,sl 1797.82,IS
3058,XAUUSD,Buy,05.12.2022 23:00:00,1767.12,7.75,05.12.2022 23:43:39,1768.62,43m 39s,1093.99,288813.19,-68.51,1093.99,288813.19,15000,11395600,0.28,160.59,,IS
3060,XAUUSD,Buy,07.12.2022 23:00:00,1787.16,7.76,08.12.2022 13:42:02,1785.14,14h 42m,-2879.97,285933.22,-1312.45,-2879.97,285933.22,-20200,11375400,-0.74,159.85,,IS
3061,XAUUSD,Buy,07.12.2022 23:00:00,1787.16,7.76,08.12.2022 13:42:02,1785.14,14h 42m,-2879.97,283053.25,-1312.45,-2879.97,283053.25,-20200,11355200,-0.75,159.1,,IS
3065,XAUUSD,Buy,09.12.2022 18:33:00,1805.2,18.32,09.12.2022 18:38:45,1803,5m 45s,-4195.66,278857.59,-165.26,-4195.66,278857.59,-22000,11333200,-1.1,158.01,sl 1803.04,IS
3064,XAUUSD,Buy,09.12.2022 18:33:00,1805.13,6.06,09.12.2022 19:44:20,1798.77,1h 11m,-3908.76,274948.83,-54.6,-3908.76,274948.83,-63600,11269600,-1.03,156.98,sl 1798.81,IS
3068,XAUUSD,Buy,12.12.2022 23:01:00,1780.21,7.49,13.12.2022 02:11:33,1782.25,3h 10m,1061.29,276010.12,-466.67,1061.29,276010.12,20400,11290000,0.28,157.26,,IS
3070,XAUUSD,Buy,13.12.2022 16:04:00,1813.95,5.92,13.12.2022 16:22:05,1819.52,18m 5s,3243.66,279253.78,-53.78,3243.66,279253.78,55700,11345700,0.86,158.12,tp 1819.44,IS
3071,XAUUSD,Buy,13.12.2022 16:04:00,1814.1,18.07,13.12.2022 17:39:37,1811.85,1h 35m,-4229.55,275024.23,-163.8,-4229.55,275024.23,-22500,11323200,-1.12,157.01,sl 1811.87,IS
3074,XAUUSD,Buy,13.12.2022 23:00:00,1811.02,7.5,14.12.2022 03:35:01,1812.56,4h 35m,686.55,275710.78,-468.45,686.55,275710.78,15400,11338600,0.18,157.19,,IS
3075,XAUUSD,Buy,13.12.2022 23:00:01,1810.93,7.5,14.12.2022 03:35:01,1812.56,4h 35m,754.06,276464.84,-468.44,754.06,276464.84,16300,11354900,0.2,157.39,,IS
3078,XAUUSD,Buy,14.12.2022 23:00:00,1806.87,7.51,15.12.2022 09:50:08,1788.61,10h 50m,-14983.86,261480.98,-1270.6,-14983.86,261480.98,-182600,11172300,-3.98,153.41,sl 1788.62,IS
3080,XAUUSD,Buy,15.12.2022 23:00:00,1777.6,7.22,16.12.2022 04:11:32,1779.14,5h 11m,662.13,262143.11,-449.75,662.13,262143.11,15400,11187700,0.18,153.59,,IS
3081,XAUUSD,Buy,15.12.2022 23:00:01,1777.59,7.22,16.12.2022 04:11:32,1779.14,5h 11m,669.35,262812.46,-449.75,669.35,262812.46,15500,11203200,0.18,153.78,,IS
3084,XAUUSD,Buy,16.12.2022 23:00:00,1792.29,7.25,16.12.2022 23:10:01,1793.29,10m 1s,616.51,263428.97,-64.99,616.51,263428.97,10000,11213200,0.17,153.95,,IS
3085,XAUUSD,Buy,16.12.2022 23:00:00,1792.35,7.25,16.12.2022 23:45:21,1792.49,45m 21s,80.02,263508.99,-64.98,80.02,263508.99,1400,11214600,0.02,153.97,sl 1792.49,IS
3088,XAUUSD,Buy,20.12.2022 17:03:00,1814.54,5.72,20.12.2022 17:14:23,1820.81,11m 23s,3534.45,267043.44,-51.99,3534.45,267043.44,62700,11277300,0.97,154.94,tp 1819.87,IS
3091,XAUUSD,Buy,20.12.2022 23:00:00,1817.63,7.33,20.12.2022 23:00:46,1818.64,46s,673.69,267717.13,-66.64,673.69,267717.13,10100,11287400,0.18,155.13,,IS
3092,XAUUSD,Buy,20.12.2022 23:00:00,1817.69,7.33,20.12.2022 23:00:46,1818.71,46s,681.02,268398.15,-66.64,681.02,268398.15,10200,11297600,0.19,155.31,,IS
3089,XAUUSD,Buy,20.12.2022 17:03:00,1814.61,15.95,21.12.2022 09:04:31,1812.26,16h 1m,-4744.6,263653.55,-996.35,-4744.6,263653.55,-23500,11274100,-1.29,154.02,sl 1812.26,IS
3097,XAUUSD,Buy,21.12.2022 17:36:00,1821.46,16.96,21.12.2022 17:52:02,1819.3,16m 2s,-3817.73,259835.82,-154.37,-3817.73,259835.82,-21600,11252500,-1.05,152.97,sl 1819.32,IS
3096,XAUUSD,Buy,21.12.2022 17:36:00,1821.46,5.7,21.12.2022 18:21:16,1814.87,45m 16s,-3808.12,256027.7,-51.82,-3808.12,256027.7,-65900,11186600,-1.06,151.92,sl 1815.09,IS
3100,XAUUSD,Buy,22.12.2022 23:00:00,1792.2,7.12,23.12.2022 02:00:21,1794.29,3h 0m,1044.03,257071.73,-444.05,1044.03,257071.73,20900,11207500,0.29,152.21,,IS
3103,XAUUSD,Buy,27.12.2022 17:35:00,1828.39,18.6,27.12.2022 17:47:17,1826.42,12m 17s,-3834.15,253237.58,-169.95,-3834.15,253237.58,-19700,11187800,-1.07,151.14,sl 1826.43,IS
3102,XAUUSD,Buy,27.12.2022 17:35:00,1828.35,5.58,27.12.2022 18:25:17,1821.42,50m 17s,-3917.86,249319.72,-50.92,-3917.86,249319.72,-69300,11118500,-1.11,150.03,sl 1821.46,IS
3106,XAUUSD,Buy,27.12.2022 23:00:00,1812.96,6.98,28.12.2022 13:42:00,1802.83,14h 42m,-7879.3,241440.42,-808.56,-7879.3,241440.42,-101300,11017200,-2.26,147.77,,IS
3108,XAUUSD,Buy,04.01.2023 23:25:00,1855.25,6.82,05.01.2023 03:47:58,1858.84,4h 22m,1292.5,242732.92,-1155.88,1292.5,242732.92,35900,11053100,0.38,148.15,,IS
3110,XAUUSD,Buy,05.01.2023 23:00:00,1833.58,6.85,06.01.2023 03:47:37,1835.66,4h 47m,996.17,243729.09,-428.63,996.17,243729.09,20800,11073900,0.29,148.44,,IS
3114,XAUUSD,Buy,06.01.2023 23:18:00,1866.16,6.87,09.01.2023 01:01:00,1867.81,2d 1h 43m,702.56,244431.65,-430.99,702.56,244431.65,16500,11090400,0.2,148.64,,IS
3115,XAUUSD,Buy,06.01.2023 23:18:01,1866.16,6.87,09.01.2023 01:01:00,1867.46,2d 1h 42m,462.12,244893.77,-430.98,462.12,244893.77,13000,11103400,0.13,148.78,,IS
3112,XAUUSD,Buy,06.01.2023 20:34:00,1865.36,5.26,09.01.2023 03:28:59,1870.91,2d 6h 54m,2589.29,247483.06,-330.01,2589.29,247483.06,55500,11158900,0.75,149.53,tp 1870.90,IS
3113,XAUUSD,Buy,06.01.2023 20:34:00,1865.3,12.56,10.01.2023 02:27:10,1867.97,3d 5h 53m,1894.9,249377.96,-1458.62,1894.9,249377.96,26700,11185600,0.55,150.07,sl 1867.98,IS
3120,XAUUSD,Buy,11.01.2023 23:00:00,1876.71,6.98,12.01.2023 03:51:20,1879.76,4h 51m,945.15,250323.11,-1183.75,945.15,250323.11,30500,11216100,0.27,150.35,,IS
3122,XAUUSD,Buy,12.01.2023 23:24:00,1898.34,7,13.01.2023 02:23:33,1900.11,2h 59m,798.73,251121.84,-440.27,798.73,251121.84,17700,11233800,0.23,150.57,,IS
3123,XAUUSD,Buy,12.01.2023 23:24:01,1898.33,7,13.01.2023 02:23:33,1900.08,2h 59m,784.73,251906.57,-440.27,784.73,251906.57,17500,11251300,0.22,150.8,,IS
3127,XAUUSD,Buy,13.01.2023 16:51:00,1911.11,15.02,13.01.2023 17:01:16,1908.73,10m 16s,-3718.19,248188.38,-143.43,-3718.19,248188.38,-23800,11227500,-1.06,149.74,sl 1908.76,IS
3129,XAUUSD,Buy,13.01.2023 17:31:00,1913,14.53,13.01.2023 18:14:27,1910.58,43m 27s,-3655.15,244533.23,-138.89,-3655.15,244533.23,-24200,11203300,-1.05,148.69,sl 1910.60,IS
3126,XAUUSD,Buy,13.01.2023 16:51:00,1911.1,5.26,13.01.2023 19:33:56,1917.05,2h 42m,3079.36,247612.59,-50.34,3079.36,247612.59,59500,11262800,0.89,149.58,tp 1917.04,IS
3134,XAUUSD,Buy,13.01.2023 23:16:00,1919.09,6.95,13.01.2023 23:27:24,1920.1,11m 24s,635.25,248247.84,-66.7,635.25,248247.84,10100,11272900,0.18,149.77,,IS
3135,XAUUSD,Buy,13.01.2023 23:16:00,1919.09,6.95,13.01.2023 23:27:24,1920.1,11m 24s,635.25,248883.09,-66.7,635.25,248883.09,10100,11283000,0.18,149.95,,IS
3132,XAUUSD,Buy,13.01.2023 19:34:00,1917.33,5.18,16.01.2023 03:58:28,1923.02,2d 8h 24m,2621.08,251504.17,-326.34,2621.08,251504.17,56900,11339900,0.75,150.7,tp 1923.02,IS
3133,XAUUSD,Buy,13.01.2023 19:34:00,1917.33,14.39,16.01.2023 08:34:12,1914.9,2d 13h 0m,-4403.07,247101.1,-906.3,-4403.07,247101.1,-24300,11315600,-1.25,149.45,sl 1914.91,IS
3140,XAUUSD,Buy,18.01.2023 23:00:00,1903.61,6.93,19.01.2023 01:51:25,1906.69,2h 51m,958.24,248059.34,-1176.2,958.24,248059.34,30800,11346400,0.28,149.72,,IS
3144,XAUUSD,Buy,19.01.2023 23:04:00,1931.91,6.95,19.01.2023 23:10:06,1932.93,6m 6s,641.75,248701.09,-67.15,641.75,248701.09,10200,11356600,0.18,149.91,,IS
3145,XAUUSD,Buy,19.01.2023 23:04:00,1931.91,6.95,19.01.2023 23:10:06,1932.91,6m 6s,627.85,249328.94,-67.15,627.85,249328.94,10000,11366600,0.18,150.09,,IS
3148,XAUUSD,Buy,19.01.2023 23:34:00,1932.05,6.98,20.01.2023 01:18:15,1933.63,1h 44m,662.66,249991.6,-440.18,662.66,249991.6,15800,11382400,0.19,150.28,,IS
3149,XAUUSD,Buy,19.01.2023 23:34:01,1932.05,6.98,20.01.2023 01:18:15,1933.63,1h 44m,662.66,250654.26,-440.18,662.66,250654.26,15800,11398200,0.19,150.47,,IS
3143,XAUUSD,Buy,19.01.2023 21:27:00,1929.65,14.62,20.01.2023 06:00:51,1927.34,8h 33m,-4298.9,246355.36,-921.68,-4298.9,246355.36,-23100,11375100,-1.23,149.24,sl 1927.35,IS
3142,XAUUSD,Buy,19.01.2023 21:27:00,1929.73,5.15,20.01.2023 10:09:01,1935.5,12h 42m,2646.77,249002.13,-324.78,2646.77,249002.13,57700,11432800,0.76,150.01,tp 1935.43,IS
