Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
2639,XAUUSD,Buy,22.06.2022 23:00:01,1837.94,6.04,23.06.2022 13:42:01,1829.13,14h 42m,-6362.34,189416.1,-1022.98,-6362.34,189416.1,-88100,9640200,-2.15,126.45,,IS
2643,XAUUSD,Sell,23.06.2022 21:25:00,1823.11,12.85,23.06.2022 21:57:21,1825.4,32m 21s,-3059.86,186356.24,-117.21,-3059.86,186356.24,-22900,9617300,-1.06,125.39,sl 1825.36,IS
2645,XAUUSD,Buy,23.06.2022 23:00:00,1826.41,5.72,24.06.2022 10:50:28,1828.46,11h 50m,814.88,187171.12,-357.72,814.88,187171.12,20500,9637800,0.28,125.68,,IS
2642,XAUUSD,Sell,23.06.2022 21:25:00,1823.11,4.53,24.06.2022 10:50:57,1829.59,13h 25m,-2827.77,184343.35,107.67,-2827.77,184343.35,-64800,9573000,-0.98,124.69,sl 1829.58,IS
2649,XAUUSD,Sell,24.06.2022 16:02:00,1818.78,13.36,24.06.2022 16:08:05,1820.94,6m 5s,-3007.33,181336.02,-121.57,-3007.33,181336.02,-21600,9551400,-1.06,123.64,sl 1820.93,IS
2648,XAUUSD,Sell,24.06.2022 16:02:00,1818.8,4.46,24.06.2022 16:12:33,1825.17,10m 33s,-2881.65,178454.37,-40.63,-2881.65,178454.37,-63700,9487700,-1.02,122.61,sl 1825.15,IS
2652,XAUUSD,Buy,27.06.2022 23:00:00,1822.64,5.56,28.06.2022 03:26:20,1824.73,4h 26m,814.45,179268.82,-347.59,814.45,179268.82,20900,9508600,0.29,122.9,,IS
2654,XAUUSD,Buy,29.06.2022 23:18:01,1818.77,5.58,30.06.2022 05:30:01,1821.91,6h 12m,807.41,180076.23,-944.71,807.41,180076.23,31400,9540000,0.29,123.19,,IS
2656,XAUUSD,Buy,30.06.2022 23:00:00,1807.12,5.6,01.07.2022 13:42:00,1790.02,14h 42m,-9925.4,170150.83,-349.4,-9925.4,170150.83,-171000,9369000,-3.54,119.65,,IS
2658,XAUUSD,Buy,01.07.2022 23:00:00,1805.66,5.4,01.07.2022 23:00:33,1806.74,33s,372.43,170523.26,-48.77,372.43,170523.26,10800,9379800,0.14,119.79,,IS
2659,XAUUSD,Buy,01.07.2022 23:00:00,1805.96,5.4,01.07.2022 23:03:40,1807.16,3m 40s,761.22,171284.48,-48.78,761.22,171284.48,12000,9391800,0.28,120.07,,IS
2662,XAUUSD,Sell,05.07.2022 17:01:00,1780.66,4.34,05.07.2022 17:05:34,1775.28,4m 34s,2296.34,173580.82,-38.58,2296.34,173580.82,53800,9445600,0.85,120.91,tp 1775.43,IS
2666,XAUUSD,Buy,05.07.2022 23:00:00,1767.37,5.47,06.07.2022 02:45:14,1769.42,3h 45m,780.88,174361.7,-340.47,780.88,174361.7,20500,9466100,0.29,121.2,,IS
2665,XAUUSD,Sell,05.07.2022 18:29:00,1765.87,4.42,06.07.2022 04:04:43,1772.09,9h 35m,-2642.91,171718.79,106.33,-2642.91,171718.79,-62200,9403900,-0.96,120.24,sl 1772.08,IS
2663,XAUUSD,Sell,05.07.2022 17:01:00,1780.69,11.74,06.07.2022 17:14:00,1752.95,1d 0h 13m,32849.3,204568.09,282.54,32849.3,204568.09,277400,9681300,12.09,132.33,tp 1752.95,IS
2669,XAUUSD,Sell,06.07.2022 16:51:00,1756.86,4.41,06.07.2022 17:18:45,1751.61,27m 45s,2276.57,206844.66,-38.68,2276.57,206844.66,52500,9733800,0.75,133.07,tp 1751.61,IS
2672,XAUUSD,Sell,06.07.2022 18:01:00,1742.05,5.03,06.07.2022 18:17:17,1736.8,16m 17s,2597,209441.66,-43.75,2597,209441.66,52500,9786300,0.85,133.92,tp 1736.83,IS
2675,XAUUSD,Sell,06.07.2022 19:02:00,1732.27,5.09,06.07.2022 20:29:29,1738.34,1h 27m,-3133.79,206307.87,-44.16,-3133.79,206307.87,-60700,9725600,-1.01,132.91,sl 1738.33,IS
2677,XAUUSD,Buy,06.07.2022 23:00:00,1740.19,6.12,07.07.2022 05:48:37,1743.29,6h 48m,863.49,207171.36,-1033.71,863.49,207171.36,31000,9756600,0.28,133.19,,IS
2673,XAUUSD,Sell,06.07.2022 18:01:00,1742.06,12.19,07.07.2022 05:55:01,1744.57,11h 54m,-1962.8,205208.56,1096.89,-1962.8,205208.56,-25100,9731500,-0.64,132.55,sl 1744.57,IS
2680,XAUUSD,Buy,08.07.2022 23:00:00,1741.7,6.1,11.07.2022 01:14:07,1743.24,2d 2h 14m,505.62,205714.18,-378.88,505.62,205714.18,15400,9746900,0.17,132.72,,IS
2681,XAUUSD,Buy,08.07.2022 23:00:00,1741.79,6.1,11.07.2022 01:18:04,1743.74,2d 2h 18m,865.51,206579.69,-378.89,865.51,206579.69,19500,9766400,0.28,133,,IS
2684,XAUUSD,Buy,12.07.2022 23:03:00,1725.76,6.13,13.07.2022 04:10:52,1727.8,5h 7m,870.25,207449.94,-380.27,870.25,207449.94,20400,9786800,0.28,133.28,,IS
2686,XAUUSD,Buy,13.07.2022 23:00:00,1733.42,6.14,13.07.2022 23:23:48,1734.33,23m 48s,505.51,207955.45,-53.23,505.51,207955.45,9100,9795900,0.16,133.45,,IS
2687,XAUUSD,Buy,13.07.2022 23:00:00,1733.2,6.14,13.07.2022 23:23:48,1734.33,23m 48s,640.6,208596.05,-53.22,640.6,208596.05,11300,9807200,0.21,133.66,,IS
2690,XAUUSD,Buy,13.07.2022 23:41:00,1734.11,6.17,13.07.2022 23:51:29,1735.12,10m 29s,569.66,209165.71,-53.51,569.66,209165.71,10100,9817300,0.18,133.84,,IS
2691,XAUUSD,Buy,13.07.2022 23:41:01,1734.11,6.17,13.07.2022 23:51:30,1735.12,10m 29s,569.66,209735.37,-53.51,569.66,209735.37,10100,9827400,0.18,134.02,,IS
2694,XAUUSD,Sell,14.07.2022 16:02:00,1706.58,5.18,14.07.2022 16:40:15,1701.45,38m 15s,2613.21,212348.58,-44.13,2613.21,212348.58,51300,9878700,0.84,134.87,tp 1701.45,IS
2695,XAUUSD,Sell,14.07.2022 16:02:00,1706.6,12.11,14.07.2022 18:00:04,1709.15,1h 58m,-3191.46,209157.12,-103.41,-3191.46,209157.12,-25500,9853200,-1.02,133.85,sl 1709.14,IS
2698,XAUUSD,Buy,14.07.2022 23:00:00,1709.45,6.18,14.07.2022 23:38:33,1710.97,38m 33s,886.52,210043.64,-52.84,886.52,210043.64,15200,9868400,0.29,134.13,,IS
2700,XAUUSD,Buy,14.07.2022 23:51:02,1710.53,6.2,15.07.2022 03:00:05,1712.1,3h 9m,589.27,210632.91,-384.13,589.27,210632.91,15700,9884100,0.19,134.32,,IS
2701,XAUUSD,Buy,14.07.2022 23:51:02,1710.53,6.2,15.07.2022 03:00:05,1712.1,3h 9m,589.27,211222.18,-384.13,589.27,211222.18,15700,9899800,0.19,134.51,,IS
2704,XAUUSD,Buy,20.07.2022 23:00:00,1696.06,6.22,21.07.2022 13:42:00,1682.68,14h 42m,-9371.34,201850.84,-1048.98,-9371.34,201850.84,-133800,9766000,-3.01,131.5,,IS
2706,XAUUSD,Buy,22.07.2022 16:46:00,1732.28,4.96,22.07.2022 16:47:55,1737.36,1m 55s,2476.66,204327.5,-43.02,2476.66,204327.5,50800,9816800,0.82,132.32,tp 1737.35,IS
2709,XAUUSD,Buy,22.07.2022 17:12:00,1738.24,5,22.07.2022 17:23:45,1732.19,11m 45s,-3068.38,201259.12,-43.38,-3068.38,201259.12,-60500,9756300,-1.01,131.31,sl 1732.19,IS
2707,XAUUSD,Buy,22.07.2022 16:46:00,1732.18,14.14,22.07.2022 17:30:39,1730.14,44m 39s,-3006.95,198252.17,-122.39,-3006.95,198252.17,-20400,9735900,-1,130.32,sl 1730.15,IS
2712,XAUUSD,Buy,22.07.2022 23:01:01,1724.04,5.96,22.07.2022 23:31:12,1725.51,30m 11s,824.72,199076.89,-51.4,824.72,199076.89,14700,9750600,0.28,130.59,,IS
2714,XAUUSD,Buy,25.07.2022 23:14:00,1718.59,5.98,26.07.2022 03:21:05,1720.68,4h 7m,879.08,199955.97,-370.74,879.08,199955.97,20900,9771500,0.29,130.89,,IS
2716,XAUUSD,Buy,27.07.2022 23:00:00,1734.7,5.99,27.07.2022 23:13:44,1735.76,13m 44s,582.97,200538.94,-51.97,582.97,200538.94,10600,9782100,0.19,131.08,,IS
2717,XAUUSD,Buy,27.07.2022 23:00:01,1734.69,5.99,27.07.2022 23:13:45,1735.75,13m 44s,582.97,201121.91,-51.97,582.97,201121.91,10600,9792700,0.19,131.27,,IS
2720,XAUUSD,Buy,27.07.2022 23:22:00,1734.97,6.02,28.07.2022 02:11:15,1737.53,2h 49m,524.46,201646.37,-1016.66,524.46,201646.37,25600,9818300,0.17,131.45,,IS
2721,XAUUSD,Buy,27.07.2022 23:22:00,1734.97,6.02,28.07.2022 02:11:16,1737.53,2h 49m,524.46,202170.83,-1016.66,524.46,202170.83,25600,9843900,0.17,131.62,,IS
2725,XAUUSD,Buy,28.07.2022 16:25:00,1750.46,13.73,28.07.2022 16:53:48,1748.33,28m 48s,-3044.58,199126.25,-120.09,-3044.58,199126.25,-21300,9822600,-1.01,130.61,sl 1748.34,IS
2724,XAUUSD,Buy,28.07.2022 16:25:00,1750.54,4.92,28.07.2022 17:52:33,1755.69,1h 27m,2490.68,201616.93,-43.12,2490.68,201616.93,51500,9874100,0.83,131.45,tp 1755.63,IS
2729,XAUUSD,Buy,28.07.2022 17:54:00,1755.13,13.39,28.07.2022 18:08:02,1752.9,14m 2s,-3103.4,198513.53,-117.43,-3103.4,198513.53,-22300,9851800,-1.03,130.42,sl 1752.94,IS
2728,XAUUSD,Buy,28.07.2022 17:54:00,1755.19,4.91,29.07.2022 06:49:19,1760.42,12h 55m,2262.59,200776.12,-305.34,2262.59,200776.12,52300,9904100,0.76,131.18,tp 1760.42,IS
2732,XAUUSD,Buy,01.08.2022 23:56:02,1772.18,6.01,02.08.2022 03:21:41,1774.26,3h 25m,875.86,201651.98,-374.22,875.86,201651.98,20800,9924900,0.29,131.47,,IS
2734,XAUUSD,Buy,02.08.2022 23:00:00,1760.82,6.03,02.08.2022 23:01:25,1762.33,1m 25s,857.42,202509.4,-53.11,857.42,202509.4,15100,9940000,0.28,131.75,,IS
2736,XAUUSD,Buy,02.08.2022 23:02:00,1762.47,6.05,03.08.2022 04:58:33,1764.79,5h 56m,1027.18,203536.58,-376.42,1027.18,203536.58,23200,9963200,0.34,132.09,,IS
2738,XAUUSD,Buy,03.08.2022 23:00:00,1765.42,6.07,04.08.2022 04:19:14,1768.6,5h 19m,904.22,204440.8,-1026.04,904.22,204440.8,31800,9995000,0.3,132.39,,IS
2741,XAUUSD,Buy,04.08.2022 18:22:00,1789.01,12.66,04.08.2022 18:30:38,1786.61,8m 38s,-3151.57,201289.23,-113.17,-3151.57,201289.23,-24000,9971000,-1.04,131.35,sl 1786.61,IS
2740,XAUUSD,Buy,04.08.2022 18:22:00,1789.01,4.86,04.08.2022 21:53:01,1794.69,3h 31m,2716.93,204006.16,-43.55,2716.93,204006.16,56800,10027800,0.9,132.26,tp 1794.68,IS
2745,XAUUSD,Buy,04.08.2022 23:20:00,1791.97,6.07,05.08.2022 02:55:04,1793.56,3h 35m,556.23,204562.39,-378.55,556.23,204562.39,15900,10043700,0.18,132.44,,IS
2746,XAUUSD,Buy,04.08.2022 23:20:00,1792.02,6.07,05.08.2022 03:33:50,1794,4h 13m,853.66,205416.05,-378.55,853.66,205416.05,19800,10063500,0.28,132.72,,IS
2743,XAUUSD,Buy,04.08.2022 19:20:00,1790.39,12.49,05.08.2022 11:10:49,1788.03,15h 50m,-3726.34,201689.71,-778.7,-3726.34,201689.71,-23600,10039900,-1.22,131.5,sl 1788.06,IS
2750,XAUUSD,Buy,05.08.2022 23:00:00,1773.85,6.03,05.08.2022 23:49:19,1774.04,49m 19s,61.09,201750.8,-53.48,61.09,201750.8,1900,10041800,0.02,131.52,sl 1774.05,IS
2753,XAUUSD,Buy,09.08.2022 16:06:00,1797.69,14.74,09.08.2022 16:11:59,1795.6,5m 59s,-3213.07,198537.73,-132.41,-3213.07,198537.73,-20900,10020900,-1.06,130.45,sl 1795.60,IS
2752,XAUUSD,Buy,09.08.2022 16:06:00,1797.65,4.79,09.08.2022 17:59:17,1791.26,1h 53m,-3103.79,195433.94,-42.98,-3103.79,195433.94,-63900,9957000,-1.04,129.42,sl 1791.26,IS
2756,XAUUSD,Buy,10.08.2022 23:40:35,1791.25,5.9,11.08.2022 14:24:00,1790.95,14h 43m,-1175.02,194258.92,-998.02,-1175.02,194258.92,-3000,9954000,-0.4,129.02,,IS
2758,XAUUSD,Buy,12.08.2022 23:16:00,1800.45,5.88,12.08.2022 23:53:09,1801.46,37m 9s,540.93,194799.85,-52.95,540.93,194799.85,10100,9964100,0.18,129.2,,IS
2759,XAUUSD,Buy,12.08.2022 23:16:00,1800.45,5.88,12.08.2022 23:53:09,1801.43,37m 9s,523.29,195323.14,-52.95,523.29,195323.14,9800,9973900,0.18,129.38,,IS
2762,XAUUSD,Buy,15.08.2022 23:00:00,1779.15,5.9,16.08.2022 05:06:30,1781.27,6h 6m,883.23,196206.37,-367.57,883.23,196206.37,21200,9995100,0.3,129.68,,IS
2765,XAUUSD,Sell,17.08.2022 18:07:00,1763.74,15.44,17.08.2022 21:01:33,1765.66,2h 54m,-3100.71,193105.66,-136.23,-3100.71,193105.66,-19200,9975900,-1.05,128.63,sl 1765.66,IS
2764,XAUUSD,Sell,17.08.2022 18:07:00,1763.74,4.79,17.08.2022 21:37:10,1769.98,3h 30m,-3031.28,190074.38,-42.32,-3031.28,190074.38,-62400,9913500,-1.03,127.6,sl 1769.92,IS
2768,XAUUSD,Buy,17.08.2022 23:00:00,1764.56,5.8,18.08.2022 12:54:25,1767.69,13h 54m,835.02,190909.4,-980.38,835.02,190909.4,31300,9944800,0.29,127.88,,IS
2771,XAUUSD,Sell,18.08.2022 18:42:00,1758.89,15.33,18.08.2022 22:05:01,1760.79,3h 23m,-3047.59,187861.81,-134.89,-3047.59,187861.81,-19000,9925800,-1.05,126.84,sl 1760.78,IS
2770,XAUUSD,Sell,18.08.2022 18:42:00,1758.88,4.71,19.08.2022 06:55:36,1753.55,12h 13m,2624.03,190485.84,113.6,2624.03,190485.84,53300,9979100,0.91,127.75,tp 1753.63,IS
2773,XAUUSD,Buy,18.08.2022 23:00:00,1759.72,5.75,19.08.2022 13:42:01,1750.45,14h 42m,-5687.76,184798.08,-357.51,-5687.76,184798.08,-92700,9886400,-1.96,125.79,,IS
2777,XAUUSD,Sell,19.08.2022 17:34:00,1748.5,15.41,19.08.2022 18:35:45,1750.36,1h 1m,-3001.05,181797.03,-134.79,-3001.05,181797.03,-18600,9867800,-1.05,124.74,sl 1750.35,IS
2776,XAUUSD,Sell,19.08.2022 17:34:00,1748.5,4.65,22.08.2022 08:07:54,1743.27,2d 14h 33m,2544.34,184341.37,112.39,2544.34,184341.37,52300,9920100,0.9,125.64,tp 1743.29,IS
2780,XAUUSD,Buy,22.08.2022 23:00:00,1735.19,5.68,23.08.2022 03:24:32,1736.74,4h 24m,527.79,184869.16,-352.61,527.79,184869.16,15500,9935600,0.19,125.83,,IS
2781,XAUUSD,Buy,22.08.2022 23:00:00,1735.17,5.68,23.08.2022 03:24:32,1736.74,4h 24m,539.15,185408.31,-352.61,539.15,185408.31,15700,9951300,0.19,126.01,,IS
2784,XAUUSD,Buy,23.08.2022 23:45:00,1747.7,5.7,24.08.2022 11:05:35,1749.21,11h 20m,506.49,185914.8,-354.21,506.49,185914.8,15100,9966400,0.18,126.19,,IS
2785,XAUUSD,Buy,23.08.2022 23:45:00,1747.7,5.7,24.08.2022 11:05:35,1749.12,11h 20m,455.2,186370,-354.2,455.2,186370,14200,9980600,0.16,126.35,,IS
2788,XAUUSD,Buy,26.08.2022 23:00:00,1737.06,5.72,26.08.2022 23:35:13,1738.54,35m 13s,796.86,187166.86,-49.7,796.86,187166.86,14800,9995400,0.28,126.63,,IS
2790,XAUUSD,Buy,29.08.2022 23:41:01,1737.52,5.74,30.08.2022 02:53:07,1739.04,3h 12m,516.07,187682.93,-356.41,516.07,187682.93,15200,10010600,0.18,126.81,,IS
2791,XAUUSD,Buy,29.08.2022 23:41:01,1737.52,5.74,30.08.2022 02:53:08,1739.04,3h 12m,516.07,188199,-356.41,516.07,188199,15200,10025800,0.18,126.99,,IS
2794,XAUUSD,Buy,30.08.2022 23:00:00,1723.42,5.76,31.08.2022 07:35:17,1725.67,8h 35m,938.75,189137.75,-357.25,938.75,189137.75,22500,10048300,0.33,127.31,,IS
2796,XAUUSD,Buy,31.08.2022 23:00:00,1710.38,5.78,01.09.2022 13:42:00,1700.6,14h 42m,-6639.64,182498.11,-975.24,-6639.64,182498.11,-97800,9950500,-2.3,125.02,,IS
2797,XAUUSD,Buy,31.08.2022 23:00:01,1710.4,5.78,01.09.2022 13:42:01,1700.6,14h 42m,-6628.09,175870.02,-975.25,-6628.09,175870.02,-98000,9852500,-2.35,122.67,,IS
2801,XAUUSD,Sell,01.09.2022 17:03:00,1693.78,13.03,01.09.2022 17:25:02,1695.92,22m 2s,-2898.83,172971.19,-110.41,-2898.83,172971.19,-21400,9831100,-1.05,121.62,sl 1695.89,IS
2803,XAUUSD,Buy,01.09.2022 23:00:00,1694.95,5.45,01.09.2022 23:39:45,1696.35,39m 45s,716.8,173687.99,-46.2,716.8,173687.99,14000,9845100,0.26,121.88,,IS
2804,XAUUSD,Buy,01.09.2022 23:00:00,1694.95,5.45,01.09.2022 23:39:45,1696.26,39m 45s,667.75,174355.74,-46.2,667.75,174355.74,13100,9858200,0.24,122.13,,IS
2800,XAUUSD,Sell,01.09.2022 17:03:00,1693.77,4.65,02.09.2022 06:02:11,1699.92,12h 59m,-2746.21,171609.53,113.54,-2746.21,171609.53,-61500,9796700,-1,121.13,sl 1699.91,IS
2808,XAUUSD,Buy,02.09.2022 23:00:00,1709.65,5.43,02.09.2022 23:34:56,1710.71,34m 56s,529.15,172138.68,-46.43,529.15,172138.68,10600,9807300,0.19,121.32,,IS
2809,XAUUSD,Buy,02.09.2022 23:00:00,1709.7,5.43,02.09.2022 23:34:57,1710.71,34m 57s,502,172640.68,-46.43,502,172640.68,10100,9817400,0.18,121.51,,IS
2812,XAUUSD,Buy,06.09.2022 23:00:00,1700.35,5.45,06.09.2022 23:58:50,1701.86,58m 50s,776.59,173417.27,-46.36,776.59,173417.27,15100,9832500,0.28,121.79,,IS
2814,XAUUSD,Buy,08.09.2022 23:00:00,1707.18,5.46,08.09.2022 23:20:59,1708.94,20m 59s,914.33,174331.6,-46.63,914.33,174331.6,17600,9850100,0.33,122.13,,IS
2816,XAUUSD,Buy,09.09.2022 23:00:00,1715.86,5.48,09.09.2022 23:52:49,1717.47,52m 49s,835.24,175166.84,-47.04,835.24,175166.84,16100,9866200,0.3,122.43,,IS
2819,XAUUSD,Buy,12.09.2022 18:51:00,1734.33,12.85,12.09.2022 19:38:03,1732.2,47m 3s,-2848.42,172318.42,-111.37,-2848.42,172318.42,-21300,9844900,-1.04,121.39,sl 1732.20,IS
2818,XAUUSD,Buy,12.09.2022 18:51:00,1734.34,4.53,12.09.2022 21:03:44,1728.23,2h 12m,-2807.04,169511.38,-39.21,-2807.04,169511.38,-61100,9783800,-1.03,120.36,sl 1728.23,IS
2822,XAUUSD,Buy,12.09.2022 23:00:00,1724.9,5.39,13.09.2022 03:12:38,1727.08,4h 12m,840.68,170352.06,-334.34,840.68,170352.06,21800,9805600,0.31,120.68,,IS
2824,XAUUSD,Buy,13.09.2022 23:01:00,1702.57,5.4,14.09.2022 07:39:06,1704.63,8h 38m,778.05,171130.11,-334.35,778.05,171130.11,20600,9826200,0.29,120.96,,IS
2826,XAUUSD,Sell,14.09.2022 21:14:00,1696.95,4.56,15.09.2022 06:03:04,1691.12,8h 49m,3069.92,174200.03,411.44,3069.92,174200.03,58300,9884500,1.13,122.1,tp 1691.86,IS
2829,XAUUSD,Sell,15.09.2022 16:39:00,1681.61,4.65,15.09.2022 16:49:25,1687.46,10m 25s,-2759.42,171440.61,-39.17,-2759.42,171440.61,-58500,9826000,-1.01,121.09,sl 1687.46,IS
2831,XAUUSD,Sell,15.09.2022 17:48:00,1680.15,4.61,15.09.2022 17:50:31,1674.95,2m 31s,2358.54,173799.15,-38.66,2358.54,173799.15,52000,9878000,0.87,121.96,tp 1675.11,IS
2827,XAUUSD,Sell,14.09.2022 21:14:00,1696.95,12.41,15.09.2022 17:52:17,1670.75,20h 38m,33634.58,207433.73,1120.38,33634.58,207433.73,262000,10140000,12.28,134.24,tp 1670.75,IS
2835,XAUUSD,Sell,15.09.2022 19:08:00,1662.91,13.56,15.09.2022 19:31:41,1665.28,23m 41s,-3326.54,204107.19,-112.82,-3326.54,204107.19,-23700,10116300,-1.08,133.16,sl 1665.18,IS
2834,XAUUSD,Sell,15.09.2022 19:08:00,1662.91,5.28,15.09.2022 20:27:33,1668.77,1h 19m,-3138.06,200969.13,-43.98,-3138.06,200969.13,-58600,10057700,-1.03,132.13,sl 1668.73,IS
2838,XAUUSD,Buy,15.09.2022 23:37:01,1664.71,6.01,16.09.2022 04:02:08,1666.76,4h 25m,861.07,201830.2,-370.98,861.07,201830.2,20500,10078200,0.29,132.41,,IS
2840,XAUUSD,Buy,16.09.2022 23:00:00,1673.31,6.03,16.09.2022 23:11:55,1674.28,11m 55s,534.44,202364.64,-50.47,534.44,202364.64,9700,10087900,0.18,132.59,,IS
2841,XAUUSD,Buy,16.09.2022 23:00:00,1673.22,6.03,16.09.2022 23:11:55,1674.28,11m 55s,588.72,202953.36,-50.46,588.72,202953.36,10600,10098500,0.19,132.79,,IS
2844,XAUUSD,Buy,16.09.2022 23:20:16,1674.34,6.05,16.09.2022 23:50:44,1675.35,30m 28s,560.39,203513.75,-50.66,560.39,203513.75,10100,10108600,0.18,132.97,,IS
2845,XAUUSD,Buy,16.09.2022 23:20:16,1674.34,6.05,16.09.2022 23:50:44,1675.35,30m 28s,560.39,204074.14,-50.66,560.39,204074.14,10100,10118700,0.18,133.16,,IS
2848,XAUUSD,Buy,19.09.2022 23:54:00,1675.67,6.08,20.09.2022 03:01:14,1677.16,3h 7m,530.29,204604.43,-375.63,530.29,204604.43,14900,10133600,0.17,133.33,,IS
2849,XAUUSD,Buy,19.09.2022 23:54:01,1675.67,6.08,20.09.2022 03:01:14,1677.16,3h 7m,530.29,205134.72,-375.63,530.29,205134.72,14900,10148500,0.17,133.5,,IS
2852,XAUUSD,Buy,21.09.2022 23:00:00,1672.93,6.1,21.09.2022 23:07:03,1674.45,7m 3s,876.15,206010.87,-51.05,876.15,206010.87,15200,10163700,0.29,133.79,,IS
2854,XAUUSD,Buy,21.09.2022 23:08:01,1674.84,6.12,22.09.2022 04:11:14,1658.09,5h 3m,-11282.42,194728.45,-1031.42,-11282.42,194728.45,-167500,9996200,-3.69,130.1,sl 1658.09,IS
2856,XAUUSD,Buy,22.09.2022 23:00:00,1671.96,5.89,23.09.2022 03:45:16,1674.05,4h 45m,867.21,195595.66,-363.8,867.21,195595.66,20900,10017100,0.29,130.4,,IS
2859,XAUUSD,Sell,23.09.2022 21:59:00,1640.46,11.52,23.09.2022 22:06:14,1643.2,7m 14s,-3251.05,192344.61,-94.57,-3251.05,192344.61,-27400,9989700,-1.1,129.3,sl 1643.02,IS
2861,XAUUSD,Buy,23.09.2022 23:00:00,1643.31,5.84,23.09.2022 23:25:58,1643.49,25m 58s,57.14,192401.75,-47.98,57.14,192401.75,1800,9991500,0.02,129.32,sl 1643.51,IS
2858,XAUUSD,Sell,23.09.2022 21:59:00,1640.45,5.14,26.09.2022 03:57:26,1635.48,2d 5h 58m,2681.59,195083.34,127.01,2681.59,195083.34,49700,10041200,0.92,130.24,tp 1635.53,IS
2865,XAUUSD,Sell,26.09.2022 20:12:00,1626.46,10.18,26.09.2022 22:00:30,1629.33,1h 48m,-3004.52,192078.82,-82.86,-3004.52,192078.82,-28700,10012500,-1.02,129.22,sl 1629.28,IS
2864,XAUUSD,Sell,26.09.2022 20:12:00,1626.39,5.18,26.09.2022 23:33:31,1621.41,3h 21m,2537.58,194616.4,-42.06,2537.58,194616.4,49800,10062300,0.87,130.09,tp 1621.56,IS
2867,XAUUSD,Buy,26.09.2022 23:00:00,1624.53,5.84,27.09.2022 01:56:04,1626.58,2h 56m,837.87,195454.27,-359.33,837.87,195454.27,20500,10082800,0.28,130.37,,IS
2871,XAUUSD,Buy,30.09.2022 17:37:00,1674.86,11.05,30.09.2022 17:43:10,1672.19,6m 10s,-3042.81,192411.46,-92.46,-3042.81,192411.46,-26700,10056100,-1.03,129.34,sl 1672.20,IS
2870,XAUUSD,Buy,30.09.2022 17:37:00,1674.87,5.04,30.09.2022 19:12:46,1668.9,1h 35m,-3051.01,189360.45,-42.13,-3051.01,189360.45,-59700,9996400,-1.04,128.3,sl 1668.93,IS
2874,XAUUSD,Buy,03.10.2022 17:07:00,1675.79,4.92,03.10.2022 17:22:16,1680.75,15m 16s,2399.04,191759.49,-41.28,2399.04,191759.49,49600,10046000,0.83,129.13,tp 1680.73,IS
2877,XAUUSD,Buy,03.10.2022 18:09:00,1691.41,4.92,03.10.2022 20:36:46,1696.48,2h 27m,2452.77,194212.26,-41.67,2452.77,194212.26,50700,10096700,0.84,129.97,tp 1696.48,IS
2879,XAUUSD,Buy,03.10.2022 21:31:01,1697.59,4.95,04.10.2022 08:52:16,1703.24,11h 21m,2490.33,196702.59,-306.42,2490.33,196702.59,56500,10153200,0.85,130.81,tp 1702.68,IS
2875,XAUUSD,Buy,03.10.2022 17:07:00,1675.89,11.31,04.10.2022 09:48:39,1706.55,16h 41m,33976.87,230679.46,-699.59,33976.87,230679.46,306600,10459800,11.45,142.27,tp 1706.49,IS
2883,XAUUSD,Buy,04.10.2022 16:07:00,1714,12.07,04.10.2022 16:18:12,1711.17,11m 12s,-3519.16,227160.3,-103.35,-3519.16,227160.3,-28300,10431500,-1.06,141.2,sl 1711.26,IS
2882,XAUUSD,Buy,04.10.2022 16:07:00,1714,5.51,04.10.2022 16:31:23,1708,24m 23s,-3353.14,223807.16,-47.14,-3353.14,223807.16,-60000,10371500,-1.02,140.18,sl 1708.03,IS
2887,XAUUSD,Buy,04.10.2022 17:02:00,1714.46,11.72,04.10.2022 17:21:05,1711.7,19m 5s,-3335.1,220472.06,-100.38,-3335.1,220472.06,-27600,10343900,-1.03,139.15,sl 1711.70,IS
2886,XAUUSD,Buy,04.10.2022 17:02:00,1714.46,5.39,04.10.2022 17:42:54,1719.73,40m 54s,2794.26,223266.32,-46.27,2794.26,223266.32,52700,10396600,0.87,140.02,tp 1719.72,IS
2890,XAUUSD,Buy,04.10.2022 18:08:00,1723.22,5.36,04.10.2022 18:34:47,1728.34,26m 47s,2698.07,225964.39,-46.25,2698.07,225964.39,51200,10447800,0.83,140.85,tp 1728.33,IS
2891,XAUUSD,Buy,04.10.2022 18:08:00,1723.19,11.52,04.10.2022 20:13:11,1720.38,2h 5m,-3336.3,222628.09,-99.18,-3336.3,222628.09,-28100,10419700,-1.02,139.83,sl 1720.41,IS
2894,XAUUSD,Buy,04.10.2022 23:00:00,1725.09,6.45,04.10.2022 23:25:00,1726.01,25m 0s,537.75,223165.84,-55.65,537.75,223165.84,9200,10428900,0.17,140,,IS
2895,XAUUSD,Buy,04.10.2022 23:00:00,1725.15,6.45,04.10.2022 23:25:00,1726.03,25m 0s,511.95,223677.79,-55.65,511.95,223677.79,8800,10437700,0.16,140.15,,IS
